1000	496
1001	496
1002	496
1003	496
1004	496
1005	496
1006	496
1007	496
1008	496
1009	496
1010	496
1011	496
1012	496
1013	496
1014	496
1015	496
1016	496
1017	496
1018	496
1019	496
1020	496
1021	496
1022	496
1023	496
1024	496
1025	496
1026	496
1027	496
1028	496
1029	496
1030	496
1031	496
1032	496
1033	496
1034	496
1035	496
1036	496
1037	496
1038	496
1039	496
1040	496
1041	496
1042	496
1043	496
1044	496
1045	496
1046	496
1047	496
1048	496
1049	496
1050	496
1051	496
1052	496
1053	496
1054	496
1055	496
1056	496
1057	496
1058	496
1059	496
1060	496
1061	496
1062	496
1063	496
1064	496
1065	496
1066	496
1067	496
1068	496
1069	496
1070	496
1071	496
1072	496
1073	496
1074	496
1075	496
1076	496
1077	496
1078	496
1079	496
1080	496
1081	496
1082	496
1083	496
1084	496
1085	496
1086	496
1087	496
1088	496
1089	496
1090	496
1091	496
1092	496
1093	496
1094	496
1095	496
1096	496
1097	496
1098	496
1099	496
1100	496
1101	496
1102	496
1103	496
1104	496
1105	496
1106	496
1107	496
1108	496
1109	496
1110	496
1111	496
1112	496
1113	496
1114	496
1115	496
1116	496
1117	496
1118	496
1119	496
1120	496
1121	496
1122	496
1123	496
1124	496
1125	496
1126	496
1127	496
1128	496
1129	496
1130	496
1131	496
1132	496
1133	496
1134	496
1135	496
1136	496
1137	496
1138	496
1139	496
1140	496
1141	496
1142	496
1143	496
1144	496
1145	496
1146	496
1147	496
1148	496
1149	496
1150	496
1151	496
1152	496
1153	496
1154	496
1155	496
1156	496
1157	496
1158	496
1159	496
1160	496
1161	496
1162	496
1163	496
1164	496
1165	496
1166	496
1167	496
1168	496
1169	496
1170	496
1171	496
1172	496
1173	496
1174	496
1175	496
1176	496
1177	496
1178	496
1179	496
1180	496
1181	496
1182	496
1183	496
1184	496
1185	496
1186	496
1187	496
1188	496
1189	496
1190	496
1191	496
1192	496
1193	496
1194	496
1195	496
1196	496
1197	496
1198	496
1199	496
1200	496
1201	496
1202	496
1203	496
1204	496
1205	496
1206	496
1207	496
1208	496
1209	496
1210	496
1211	496
1212	496
1213	496
1214	496
1215	496
1216	496
1217	496
1218	496
1219	496
1220	496
1221	496
1222	496
1223	496
1224	496
1225	496
1226	496
1227	496
1228	496
1229	496
1230	496
1231	496
1232	496
1233	496
1234	496
1235	496
1236	496
1237	496
1238	496
1239	496
1240	496
1241	496
1242	496
1243	496
1244	496
1245	496
1246	496
1247	496
1248	496
1249	496
1250	496
1251	496
1252	496
1253	496
1254	496
1255	496
1256	496
1257	496
1258	496
1259	496
1260	496
1261	496
1262	496
1263	496
1264	496
1265	496
1266	496
1267	496
1268	496
1269	496
1270	496
1271	496
1272	496
1273	496
1274	496
1275	496
1276	496
1277	496
1278	496
1279	496
1280	496
1281	496
1282	496
1283	496
1284	496
1285	496
1286	496
1287	496
1288	496
1289	496
1290	496
1291	496
1292	496
1293	496
1294	496
1295	496
1296	496
1297	496
1298	496
1299	496
1300	496
