Production rate of Ti-44 by GCR (all) in meteoroid 10cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,9.03,13.06,17.09,21.12,25.15,29.18,33.21
900,1.0836970351965662e-05,1.0502441081567411e-05,1.0224935497351861e-05,1.0447361041471662e-05,9.376060675620423e-06,9.522436027942742e-06,9.63729088893439e-06,9.70365735823127e-06,9.686543098077058e-06,9.629173517675392e-06,9.599566509539113e-06
950,1.0268103703666614e-05,9.958293850823684e-06,9.703728477015786e-06,9.920997320896578e-06,8.912972598239004e-06,9.058388288885205e-06,9.171903522589378e-06,9.239589927664469e-06,9.22730679455964e-06,9.174560738581961e-06,9.147575890069904e-06
1000,9.745131362179414e-06,9.457554464503968e-06,9.223525771225971e-06,9.43564212358646e-06,8.485326043106167e-06,8.629446802947566e-06,8.741437444438433e-06,8.810070160107255e-06,8.80197302366807e-06,8.753344028152546e-06,8.728712607304135e-06
1050,9.263088842818179e-06,8.995576969397995e-06,8.779992547235672e-06,8.986997468208763e-06,8.089467709769462e-06,8.232029936445196e-06,8.342356128394141e-06,8.4116237771869e-06,8.407158292709221e-06,8.36220647695578e-06,8.339692497232957e-06
1100,8.817681738962284e-06,8.568335899685574e-06,8.369366309414595e-06,8.571328328258908e-06,7.722215270646484e-06,7.863013440952074e-06,7.971571610154651e-06,8.041214372585275e-06,8.039902610910846e-06,7.998244523648998e-06,7.977640071267366e-06
1150,8.405177768351783e-06,8.172327399883111e-06,7.988366697107152e-06,8.185374582336381e-06,7.380784840324765e-06,7.519660640236245e-06,7.626376458799203e-06,7.69617739451177e-06,7.69760603809093e-06,7.658906265617815e-06,7.640027594221373e-06
1200,8.022318960361456e-06,7.804488583345523e-06,7.63412173686385e-06,7.826278907116172e-06,7.062731377395905e-06,7.1995649588172705e-06,7.30438770025576e-06,7.374165662550991e-06,7.377976255150507e-06,7.341940448585086e-06,7.324624698715352e-06
1250,7.66624972719326e-06,7.462131319279697e-06,7.3041071518247326e-06,7.4915273455226e-06,6.76589940882209e-06,6.900602322220759e-06,7.003500315250642e-06,7.0731041367558065e-06,7.07898498754576e-06,7.045354040271358e-06,7.0294564705535064e-06
1300,7.334457564349616e-06,7.142887525911229e-06,6.996096110832545e-06,7.178900027838765e-06,6.48838205289996e-06,6.620891509042442e-06,6.72184846056786e-06,6.791152159352744e-06,6.798831587976987e-06,6.76737675072204e-06,6.752768390545876e-06
1350,7.024723868659411e-06,6.844663706325131e-06,6.708117386205108e-06,6.886430082098127e-06,6.228486758492473e-06,6.358760950474509e-06,6.457772960792198e-06,6.526671770470249e-06,6.535912445326646e-06,6.506431209854253e-06,6.492996861004357e-06
1400,6.735082918618853e-06,6.565602959171631e-06,6.4384203243513405e-06,6.6123691928227625e-06,5.98470651399367e-06,6.112720789751038e-06,6.20979392192911e-06,6.2782009907165745e-06,6.288795163274052e-06,6.2611077793383274e-06,6.248744307965105e-06
1450,6.463787482711788e-06,6.3040530728724214e-06,6.185445375951708e-06,6.355158589970719e-06,5.755695537035216e-06,5.881439257483307e-06,5.976587552559463e-06,6.044431188186781e-06,6.056196665440383e-06,6.030143182036131e-06,6.018758053317254e-06
1500,6.2092798426927446e-06,6.05853960029907e-06,5.947799184994767e-06,6.113404498439051e-06,5.540248655037975e-06,5.6637226075260465e-06,5.7569664599568394e-06,5.824187822090461e-06,5.836964549975948e-06,5.812402292639444e-06,5.801912309194666e-06
1550,5.970167266112931e-06,5.827743033598124e-06,5.724233438470736e-06,5.885857271282572e-06,5.337283741771691e-06,5.458498005254915e-06,5.549862830668144e-06,5.616413991844738e-06,5.630061146611179e-06,5.606862558948331e-06,5.597192771027255e-06
