Production rate of Ti-44 by GCR (all) in meteoroid 60cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,12.04,19.08,26.12,33.16,40.2,47.24,54.28,61.32,68.36,75.4,82.44,89.48,96.52,103.56,110.6,117.64,124.68,131.72,138.76,145.8,152.84,159.88,166.92,173.96,181.0,188.04,195.08,202.12,209.16,216.2
750,1.2002916645408826e-05,1.2247440603980038e-05,1.2323243398322629e-05,1.2500979931307115e-05,1.2356031512710249e-05,1.2537745917181346e-05,1.2682188347600464e-05,1.2834678716528908e-05,1.2854653697430617e-05,1.2850832141172213e-05,1.287724601890298e-05,1.2871406266133524e-05,1.289377782374815e-05,1.2717764492140691e-05,1.2726283431849698e-05,1.2895920980864273e-05,1.2810539348131558e-05,1.2732578888984516e-05,1.2804307596034821e-05,1.274622824626702e-05,1.2758001356685374e-05,1.2370242177671612e-05,1.2523568911368802e-05,1.248875873734503e-05,1.2566588951740477e-05,1.2384998026934218e-05,1.2141675819321046e-05,1.239803118125733e-05,1.2130941776574024e-05,1.2370837861771254e-05,1.18614923606377e-05,1.2359572567094417e-05,1.1546445554814456e-05,1.1160967038524334e-05
800,1.1384417861363034e-05,1.1625761518920764e-05,1.1716250627143075e-05,1.1893969789680804e-05,1.1787300325353324e-05,1.1979452881455533e-05,1.2136223481242349e-05,1.229621826514974e-05,1.2323301054524863e-05,1.2331324651940596e-05,1.236567766531336e-05,1.2370660116086578e-05,1.2398244676723143e-05,1.2232945194396251e-05,1.2246618206255206e-05,1.2415577574776782e-05,1.2337124490646918e-05,1.2266946637590622e-05,1.2340014346029116e-05,1.228492540184509e-05,1.2296404168395312e-05,1.1927376554359135e-05,1.207524341674569e-05,1.2048294677889895e-05,1.2125267600455777e-05,1.1954130661107469e-05,1.1718852924935996e-05,1.1960470486907755e-05,1.171101208948446e-05,1.193716121124393e-05,1.1454445838403055e-05,1.1926449520364814e-05,1.1135669635317463e-05,1.078331573764035e-05
850,1.0818293799842284e-05,1.1055921586489115e-05,1.1158485964087551e-05,1.1335526208917649e-05,1.126184373107785e-05,1.1462321195031628e-05,1.162926884023871e-05,1.1795329013657352e-05,1.1828597653606464e-05,1.1846881285453677e-05,1.1888123148755059e-05,1.1902576020006076e-05,1.1934657488255492e-05,1.177919694131353e-05,1.1797437966089294e-05,1.1965267469385834e-05,1.1893190247176028e-05,1.1830072665706131e-05,1.190411113751342e-05,1.185174623758507e-05,1.18628087894803e-05,1.1511322289231876e-05,1.1653917842855427e-05,1.163404553533292e-05,1.1710127695196458e-05,1.1548600522319723e-05,1.1320977405278348e-05,1.1549069259018165e-05,1.1315631633422024e-05,1.1528994031866794e-05,1.1071184745208792e-05,1.1518683845071426e-05,1.0749222604281594e-05,1.0427340569312657e-05
900,1.0298423975425184e-05,1.0531961805188198e-05,1.0644424783799884e-05,1.0820268782995838e-05,1.0775082679004469e-05,1.0982121263142798e-05,1.1157429450177071e-05,1.1328339194171232e-05,1.1367000477337755e-05,1.1394180834750125e-05,1.1441404096006112e-05,1.1464154368937088e-05,1.1500114464300785e-05,1.1353711284380915e-05,1.1376007083783517e-05,1.1542337650045751e-05,1.1476141788442634e-05,1.141944174630389e-05,1.1494141048852054e-05,1.1444266744803531e-05,1.1454821339356544e-05,1.1119782192822662e-05,1.1257300512216307e-05,1.1243804258381697e-05,1.131896620522992e-05,1.116629644758546e-05,1.0945962148778348e-05,1.1161613611870767e-05,1.0942765419814644e-05,1.1144221450520375e-05,1.0709731702348991e-05,1.1134185956857587e-05,1.0385087826059401e-05,1.0091288542438995e-05
950,9.819593818984545e-06,1.0048789369996842e-05,1.0169329111813547e-05,1.0343573603611645e-05,1.0323055425705384e-05,1.0535178529927573e-05,1.071730836882376e-05,1.0892037576746346e-05,1.0935406024992117e-05,1.0970306406029523e-05,1.1022724210687254e-05,1.105275073728397e-05,1.1092053985285461e-05,1.095400768809764e-05,1.0979907147146652e-05,1.1144438609517552e-05,1.1083679992609806e-05,1.1032823753627971e-05,1.1107922840918887e-05,1.1060333506717686e-05,1.1070312779683966e-05,1.0750713980694547e-05,1.08833511827063e-05,1.0875604594294378e-05,1.0949820676224353e-05,1.0805335619528448e-05,1.059194663587126e-05,1.0796132096524508e-05,1.0590597623494032e-05,1.0780955532274261e-05,1.0368323232769495e-05,1.0771089131045149e-05,1.0041464006692594e-05,9.773589550154761e-06
1000,9.377333251909041e-06,9.602026377357252e-06,9.729112694439651e-06,9.90144511299637e-06,9.902316982956445e-06,1.0118285288881037e-05,1.0305929385771545e-05,1.0483603219586624e-05,1.053108403055462e-05,1.0572685486176792e-05,1.062961331214352e-05,1.0666024523198472e-05,1.0708205853796669e-05,1.0577886683656139e-05,1.060699194815363e-05,1.0769481747723097e-05,1.0713760107263022e-05,1.0668234004391041e-05,1.0743512960348425e-05,1.069802662271214e-05,1.0707382921977348e-05,1.0402295566885125e-05,1.0530247204245603e-05,1.0527688809780555e-05,1.0600936949795735e-05,1.0464033180624145e-05,1.0257266690704006e-05,1.045086317113061e-05,1.0257502508564016e-05,1.043750533825512e-05,1.0045381246208924e-05,1.0427720274756434e-05,9.716737005894955e-06,9.472832961914524e-06
1050,8.967788743162049e-06,9.187889232379327e-06,9.32023300260279e-06,9.49041322243771e-06,9.509857666551957e-06,9.728628861211418e-06,9.920673765503979e-06,1.0100547781338073e-05,1.0151622894261292e-05,1.019904043580266e-05,1.0259880996589437e-05,1.0301896325319315e-05,1.0346550770537344e-05,1.0223390909768895e-05,1.0255349999461207e-05,1.0415603836656117e-05,1.0364557239568993e-05,1.0323900118783668e-05,1.0399173738687292e-05,1.035562864049211e-05,1.0364330228733414e-05,1.0072895944130529e-05,1.0196355065060455e-05,1.0198480535943068e-05,1.027074200851902e-05,1.0140876640596978e-05,9.940429016696302e-06,1.0124227824012192e-05,9.942019932537785e-06,1.0112351670388975e-05,9.739489035884565e-06,1.010257524681669e-05,9.409456018626232e-06,9.187747770683436e-06
1100,8.58762095699402e-06,8.803091690833564e-06,8.939604064442432e-06,9.107450038804457e-06,9.143036619873604e-06,9.363732683278645e-06,9.559228124598912e-06,9.740667830807712e-06,9.794884464944289e-06,9.847347335479845e-06,9.911578029557501e-06,9.958512354586082e-06,1.0005286447055676e-05,9.888772518015775e-06,9.923273134797873e-06,1.0081137203710453e-05,1.0034437378097135e-05,9.998234168989685e-06,1.0073346624659012e-05,1.00315983757712e-05,1.0039626333170299e-05,9.761050616152017e-06,9.880206338946892e-06,9.886561799841367e-06,9.957821009432795e-06,9.834504204851982e-06,9.640089643719188e-06,9.81480641157168e-06,9.642834596178643e-06,9.804125655671055e-06,9.449370962708784e-06,9.794297908180055e-06,9.118313344651302e-06,8.917185670002223e-06
1150,8.233922175082247e-06,8.444766281121122e-06,8.584525564379309e-06,8.749901954219036e-06,8.79952718079137e-06,9.021407660784304e-06,9.219541207814142e-06,9.402005175576646e-06,9.45896634391193e-06,9.51580157429669e-06,9.582963995015917e-06,9.63421455149428e-06,9.682799109382107e-06,9.572465750278264e-06,9.609230060553286e-06,9.764584575640429e-06,9.721932926958502e-06,9.689809145193066e-06,9.764629532723328e-06,9.72454873466016e-06,9.731894427809834e-06,9.465440763307078e-06,9.580477249577902e-06,9.590653498872115e-06,9.660897762260468e-06,9.543686331108088e-06,9.355035594259544e-06,9.521318965373486e-06,9.358758377693759e-06,9.511590495923496e-06,9.173875173145807e-06,9.501662251753268e-06,8.842127122591112e-06,8.660106560653361e-06
1200,7.90414915210042e-06,8.110400153280339e-06,8.252624760688233e-06,8.415433878969207e-06,8.477271691474208e-06,8.699711751698558e-06,8.899787829766326e-06,9.082813669398713e-06,9.142170281698952e-06,9.20278891792462e-06,9.272480041708433e-06,9.327515361134058e-06,9.377639409363549e-06,9.27306374683956e-06,9.311843962885173e-06,9.464597745648802e-06,9.425721944429103e-06,9.397338969477516e-06,9.471757579365376e-06,9.433227834508713e-06,9.439890844892637e-06,9.184875488882437e-06,9.295971225476065e-06,9.309598723341437e-06,9.378818057534855e-06,9.267309959700885e-06,9.084169214432712e-06,9.242608371309171e-06,9.088715221970245e-06,9.23362584285277e-06,8.911958827877689e-06,9.223557089036109e-06,8.579826527478445e-06,8.415566083654297e-06
