Production rate of Ti-44 by GCR (all) in meteoroid 30cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.08,15.16,20.24,25.32,30.4,35.48,40.56,45.64,50.72,55.8,60.88,65.96,71.04,76.12,81.2,86.28,91.36,96.44,101.52,106.6
450,1.9444592242777706e-05,1.93800105784037e-05,1.9282447164206768e-05,1.9487867597352412e-05,1.863523291493724e-05,1.8869772404234657e-05,1.897656563032411e-05,1.90385352542449e-05,1.9152777167657423e-05,1.9257588472061555e-05,1.9283699923328963e-05,1.936523724728817e-05,1.93630555616335e-05,1.9360791810334735e-05,1.935968943069136e-05,1.9294750044918923e-05,1.929242702044706e-05,1.938503358680357e-05,1.9436823193430605e-05,1.9371983087362545e-05,1.9473831238740405e-05,1.9442679036931218e-05,1.918263414604137e-05,1.876425191770846e-05
500,1.8137730661991793e-05,1.8104333212867293e-05,1.8046743536938616e-05,1.826441195399476e-05,1.7513783843359266e-05,1.7766373454558123e-05,1.789354658425996e-05,1.7976375777227598e-05,1.8103169276628375e-05,1.8216366081888544e-05,1.825367899187696e-05,1.8343638466263996e-05,1.8351592670347503e-05,1.835972213385368e-05,1.8368756963607848e-05,1.8314369487168225e-05,1.8315432409446486e-05,1.840862691872239e-05,1.8460522246003505e-05,1.8403140204153043e-05,1.8495079367493987e-05,1.8472451015668557e-05,1.8228409514138995e-05,1.784016420536457e-05
550,1.697293927986793e-05,1.6964320235209334e-05,1.6939283852218214e-05,1.7165573908329354e-05,1.6502025179502294e-05,1.6768147453441776e-05,1.6911444241886026e-05,1.7011086411049628e-05,1.7147663222160097e-05,1.726735403336038e-05,1.731385158908097e-05,1.7410408971224746e-05,1.742678579314418e-05,1.7443596821506138e-05,1.746121474102694e-05,1.741599740932504e-05,1.7419905681560663e-05,1.7513261663794957e-05,1.75650870427224e-05,1.7514294086539824e-05,1.7597419892840974e-05,1.7582096220636238e-05,1.7352719801366805e-05,1.6991555007600974e-05
600,1.592893046079557e-05,1.5940129818328684e-05,1.594173387572788e-05,1.6173840536297823e-05,1.55851345974145e-05,1.586121368193801e-05,1.6017219806915602e-05,1.6130400038384803e-05,1.6274529919302192e-05,1.639919017481104e-05,1.645322277780372e-05,1.6554903046992678e-05,1.6578294029144822e-05,1.660237034411539e-05,1.6627267366204214e-05,1.6590047203809558e-05,1.659634840093315e-05,1.668952636008599e-05,1.6741139687472446e-05,1.6696188274691875e-05,1.6771453609131315e-05,1.6762401814244136e-05,1.6546499438453343e-05,1.620975348702977e-05
650,1.4988469078558978e-05,1.5015595900809443e-05,1.5039082107964526e-05,1.527482233850839e-05,1.4750833325454071e-05,1.5034021588701396e-05,1.519997974086363e-05,1.5324030253710233e-05,1.5473906658199932e-05,1.5602300695054252e-05,1.5662510431194873e-05,1.5768114439864766e-05,1.5797354145225737e-05,1.5827516908098027e-05,1.5858593185401656e-05,1.5828369100623632e-05,1.583668277788424e-05,1.5929412567250023e-05,1.5980699047223315e-05,1.594094284638716e-05,1.600917927771154e-05,1.6005520778914885e-05,1.5802028270213856e-05,1.5487372944119064e-05
700,1.4137440006176589e-05,1.417740792907071e-05,1.4218914218699059e-05,1.4456581521373102e-05,1.3988859766415867e-05,1.4276878562575755e-05,1.4450549322225218e-05,1.4583284559315155e-05,1.4737437535633702e-05,1.486855920601853e-05,1.4933821961183309e-05,1.5042370382641653e-05,1.5076488870805589e-05,1.5111751691989894e-05,1.5148075203515095e-05,1.5123988603951168e-05,1.5133993480560814e-05,1.5226060567302778e-05,1.527692772862353e-05,1.524180531612833e-05,1.5303740916974253e-05,1.5304725465144427e-05,1.5112688527511847e-05,1.4818078860034533e-05
750,1.3364166261660909e-05,1.3414503689335092e-05,1.3470871922313933e-05,1.370912854669637e-05,1.329056998554007e-05,1.358158924062972e-05,1.3761145051181389e-05,1.3900765713885841e-05,1.4057994796999077e-05,1.4191021753452243e-05,1.4260402341835852e-05,1.4371092359453107e-05,1.4409278225635024e-05,1.4448811858400852e-05,1.4489589469885564e-05,1.4470900660962747e-05,1.4482324386989615e-05,1.4573559059494158e-05,1.4623932759210054e-05,1.459295437145397e-05,1.4649228594637477e-05,1.4654213279021853e-05,1.447277326330709e-05,1.4196406125663797e-05
800,1.2658901075997342e-05,1.2717612375388422e-05,1.2786243063944408e-05,1.3024039067126544e-05,1.264863033615792e-05,1.2941176414450221e-05,1.3125119853844359e-05,1.3270138379731976e-05,1.342946036275904e-05,1.3563718500811909e-05,1.363643552227717e-05,1.374860703053907e-05,1.3790178369139844e-05,1.3833282742074946e-05,1.3877836948296171e-05,1.3863906025446578e-05,1.3876516946847532e-05,1.3966785771577493e-05,1.4016606968490164e-05,1.3989343656713144e-05,1.404051980187093e-05,1.4048951917569287e-05,1.3877333814330163e-05,1.3617613543621616e-05
850,1.2013443376965518e-05,1.2078905686601716e-05,1.2157646795496006e-05,1.2394158548597816e-05,1.2056778088372429e-05,1.2349662557166422e-05,1.2536762694882056e-05,1.2685944827361302e-05,1.2846552742570897e-05,1.2981488285962865e-05,1.3056886347598468e-05,1.3169995339323607e-05,1.3214376724613021e-05,1.3260458598895138e-05,1.3308208689123186e-05,1.329847995521019e-05,1.3312080439198082e-05,1.3401279452961591e-05,1.3450501587025012e-05,1.342657627855369e-05,1.3473151979363288e-05,1.3484554963655908e-05,1.3322057214065993e-05,1.3077566920104852e-05
900,1.1420842560578323e-05,1.1491727959857034e-05,1.1578788798299163e-05,1.1813371780409786e-05,1.1509632972685569e-05,1.1801897007704508e-05,1.1991139390017233e-05,1.214345796487794e-05,1.230468860311222e-05,1.2439846004155955e-05,1.2517373578264844e-05,1.2630971019779252e-05,1.2677675105285906e-05,1.2726230087435919e-05,1.2776676786284785e-05,1.2770665958728563e-05,1.2785086948202497e-05,1.2873136200469794e-05,1.2921723052835811e-05,1.2900803137246271e-05,1.2943219216510255e-05,1.2957181041419494e-05,1.2803166843826987e-05,1.2572644328025068e-05
