Production rate of Ti-44 by GCR (all) in meteoroid 120cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,15.03,25.06,35.09,45.12,55.15,65.18,75.21,85.24,95.27,105.3,115.33,125.36,135.39,145.42,155.45,165.48,175.51,185.54,195.57,205.6,215.63,225.66,235.69,245.72,255.75,265.78,275.81,285.84,295.87,305.9,315.93,325.96,335.99,346.02,356.05,366.08,376.11,386.14,396.17,406.2,416.23,426.26,436.29
0,3.694115284632031e-05,3.529290723671098e-05,3.3987893990795575e-05,3.319283888090322e-05,2.927223606546291e-05,2.737043573176957e-05,2.601601983845928e-05,2.4861243555483857e-05,2.371901613228002e-05,2.2676121512566042e-05,2.1891745626830038e-05,2.1077192730419635e-05,2.032120291186053e-05,1.9584235180630278e-05,1.889080895821272e-05,1.820762738258036e-05,1.760956726979749e-05,1.6971045862348598e-05,1.6471677229854876e-05,1.5920415544661137e-05,1.542619707633094e-05,1.4997245106153993e-05,1.4606804412433777e-05,1.4144129760529636e-05,1.3799998609885018e-05,1.3405260997610386e-05,1.304256233241032e-05,1.2786162682295064e-05,1.2419076148213729e-05,1.2170917972719474e-05,1.1848867656463271e-05,1.1654404795281461e-05,1.1384961061010857e-05,1.1148927585474169e-05,1.1065084011954255e-05,1.0859738322440165e-05,1.0669544563925909e-05,1.053468607538454e-05,1.0413856579598132e-05,1.0319169786266668e-05,1.0133919697155643e-05,1.0078706354941983e-05,9.996105248177983e-06,1.0250440415004726e-05,9.897511933128583e-06,1.0037063616671756e-05,1.0008404155410283e-05
50,3.176259847466628e-05,3.084932625704074e-05,2.9988554085386654e-05,2.945328591948701e-05,2.6467521814411297e-05,2.5007579159207903e-05,2.3924321362033586e-05,2.2978438269977448e-05,2.20166260330985e-05,2.1117616658009345e-05,2.043247077614591e-05,1.9714331805650902e-05,1.9046173498659867e-05,1.838860671432147e-05,1.7768228927818925e-05,1.7153561194095917e-05,1.66128719222622e-05,1.603276511971326e-05,1.5579825762105905e-05,1.5075271189118874e-05,1.4619941332886555e-05,1.4222641284322413e-05,1.3863973849390964e-05,1.3434956219573788e-05,1.311631442837225e-05,1.2750441724642959e-05,1.2412935546282048e-05,1.2175231949735035e-05,1.183454664840285e-05,1.1603973772034045e-05,1.1303913365146475e-05,1.1123596091617905e-05,1.0872151990601503e-05,1.0651763293274293e-05,1.057609097142879e-05,1.0383585338863878e-05,1.0204403124403966e-05,1.0078293485210795e-05,9.964212805709052e-06,9.880623168841515e-06,9.701231205154032e-06,9.648964615256261e-06,9.575329654311799e-06,9.812517767692597e-06,9.481689443914637e-06,9.618466280406764e-06,9.587867920818423e-06
100,2.7916100367146846e-05,2.737730299632457e-05,2.680105877297631e-05,2.6442265624940793e-05,2.412894043314734e-05,2.3001419823601012e-05,2.2128941122238967e-05,2.134788407200645e-05,2.0531230022474467e-05,1.975107275260166e-05,1.914870191724195e-05,1.851155042832717e-05,1.7917278140644947e-05,1.732688263034276e-05,1.6768495409131445e-05,1.621227733825408e-05,1.5720743162966453e-05,1.5190976093669225e-05,1.47781829226006e-05,1.4314365869532543e-05,1.3893193179389657e-05,1.3523799365785938e-05,1.319297873509528e-05,1.2793804187052681e-05,1.2497592542308469e-05,1.2157277503422597e-05,1.184208949719886e-05,1.1620810770899549e-05,1.1303631960707384e-05,1.1088582038137386e-05,1.080812427892463e-05,1.0640332299550984e-05,1.0404923105482318e-05,1.0198440992800712e-05,1.012994550102238e-05,9.948831007687156e-06,9.779537060049614e-06,9.661228742455486e-06,9.553132553885486e-06,9.47937880926533e-06,9.305378938185375e-06,9.255892543113259e-06,9.190160026990215e-06,9.411556887394776e-06,9.100722166525779e-06,9.234432797611257e-06,9.202702829019014e-06
150,2.487844236153299e-05,2.4567124639062313e-05,2.4188046161009957e-05,2.3955062705240424e-05,2.2145224287391494e-05,2.1274272593454553e-05,2.0568967788739376e-05,1.992044226694325e-05,1.922252651675397e-05,1.8541777295991218e-05,1.800928629851693e-05,1.7440941475127787e-05,1.6909530764590106e-05,1.6376599286483886e-05,1.5871402636553866e-05,1.5365581957944402e-05,1.4916600316416859e-05,1.4430633664168462e-05,1.4052874587290891e-05,1.3624884439988458e-05,1.3233941776106898e-05,1.2889342233605582e-05,1.258311465910764e-05,1.22105870082085e-05,1.1934264791580065e-05,1.1616739801919458e-05,1.132146776465029e-05,1.1114732819162685e-05,1.0818612755304139e-05,1.0617371131249254e-05,1.0354494012681804e-05,1.0197871993234258e-05,9.976840875586403e-06,9.782813154676198e-06,9.72066078380919e-06,9.549735653794823e-06,9.389380043821967e-06,9.27807167990782e-06,9.175321988883868e-06,9.110333371606732e-06,8.941318622480977e-06,8.894468425498758e-06,8.835743696720166e-06,9.04257632050611e-06,8.74993043930466e-06,8.880368865274986e-06,8.84811466566431e-06
200,2.2400713224190135e-05,2.223921683236298e-05,2.2002673824103072e-05,2.18621927321456e-05,2.043974516585554e-05,1.9770585953529694e-05,1.9199961495249416e-05,1.8659591732525906e-05,1.8060093264409874e-05,1.746335325503625e-05,1.6990448461990374e-05,1.648112100794105e-05,1.6003702049417613e-05,1.552039396889709e-05,1.5061261300923707e-05,1.4599284607557936e-05,1.4187459962578496e-05,1.3739913744407114e-05,1.3392964193894156e-05,1.2996704588552139e-05,1.2632688370586241e-05,1.2310262024134619e-05,1.2025895931949422e-05,1.1677302442331213e-05,1.1418731609293223e-05,1.1121651164871648e-05,1.084426152594559e-05,1.0650492070532363e-05,1.0373337600207583e-05,1.0184459301695287e-05,9.937432446888666e-06,9.790832430793104e-06,9.582765938030212e-06,9.399962155320351e-06,9.343446351616626e-06,9.181698647645071e-06,9.029468099691963e-06,8.924474996907578e-06,8.82653166194814e-06,8.769389920994862e-06,8.605004512772632e-06,8.560659099850851e-06,8.508182910046783e-06,8.701560850923297e-06,8.425537802716475e-06,8.552566473215971e-06,8.520250266091128e-06
250,2.0335371633216955e-05,2.0277275316613626e-05,2.0146614861633796e-05,2.0075627825328387e-05,1.895729911278231e-05,1.844918459243566e-05,1.7988439234580715e-05,1.7537403750623587e-05,1.7020372820461965e-05,1.6495254852943867e-05,1.6073595460467037e-05,1.561530432646464e-05,1.518463806562308e-05,1.4744529690101835e-05,1.4325607008019635e-05,1.3902066339537715e-05,1.3522929328776223e-05,1.310932030483554e-05,1.2789645070258503e-05,1.242165996760589e-05,1.2081761209508804e-05,1.1779276103912008e-05,1.1514454018692246e-05,1.1187468678376673e-05,1.0944830778183537e-05,1.066618674074995e-05,1.0404940001958329e-05,1.0222797719270695e-05,9.962802526806286e-06,9.785056472249222e-06,9.552386328129715e-06,9.414826057254707e-06,9.218506898607252e-06,9.045872676233034e-06,8.994389414387415e-06,8.840956705709834e-06,8.696147881055196e-06,8.596879934783228e-06,8.503280778634112e-06,8.453191819268814e-06,8.293123432852696e-06,8.251159702560046e-06,8.204282504018168e-06,8.38520986019024e-06,8.12443733714571e-06,8.247972332909002e-06,8.215948153420449e-06
300,1.8585675371101125e-05,1.8601097530975128e-05,1.855058521660065e-05,1.853262817899397e-05,1.76567952418141e-05,1.727871254005667e-05,1.690854988681484e-05,1.6532048270948298e-05,1.608475914215652e-05,1.5621168231848833e-05,1.5243910226293023e-05,1.4830069477611597e-05,1.4440176259673243e-05,1.4037941243760838e-05,1.3654362067787969e-05,1.3264742390117436e-05,1.2914548402003271e-05,1.2531100130535347e-05,1.2235709633362977e-05,1.189305527195882e-05,1.1574864039651718e-05,1.1290402058332377e-05,1.1043140264087463e-05,1.0735751543227646e-05,1.0507486003151605e-05,1.0245544270106402e-05,9.99893938774924e-06,9.82727918283094e-06,9.582872456483092e-06,9.415200118109272e-06,9.195588001340246e-06,9.066219733818747e-06,8.880591102972413e-06,8.717214448956807e-06,8.670243528409244e-06,8.524383369256891e-06,8.386382803016933e-06,8.292327573563961e-06,8.202673718198462e-06,8.158945873050986e-06,8.002918915874076e-06,7.963220176108538e-06,7.921382236875982e-06,8.09076899850269e-06,7.844034847039648e-06,7.964033915158825e-06,7.932573573347898e-06
350,1.708424606075546e-05,1.7152968978264662e-05,1.7163941507898437e-05,1.718691501401386e-05,1.6506864928333505e-05,1.6234773780066585e-05,1.5939941476863488e-05,1.5626158257535212e-05,1.5238317749165372e-05,1.4827935132771235e-05,1.4489401601038269e-05,1.411451969326297e-05,1.3760408698410456e-05,1.3391584676218645e-05,1.303926164654601e-05,1.2679755441688502e-05,1.2355336187969969e-05,1.1998837950583225e-05,1.1725181156268955e-05,1.1405329368141183e-05,1.1106762118281024e-05,1.0838661807145624e-05,1.0607249148577444e-05,1.0317704648096094e-05,1.0102461775147511e-05,9.855713759965414e-06,9.622445617736906e-06,9.460279999027376e-06,9.230086622314109e-06,9.071570609214989e-06,8.863879942422526e-06,8.741966558994251e-06,8.566104557026542e-06,8.41119031982056e-06,8.368280835536994e-06,8.229348545285927e-06,8.097617217545017e-06,8.00832673071701e-06,7.922271414814692e-06,7.884298465325383e-06,7.732068418655427e-06,7.694523521166862e-06,7.657239345842777e-06,7.815911683463456e-06,7.582138154309569e-06,7.69859127036767e-06,7.667903149933395e-06
400,1.5782180794413476e-05,1.5890024480418515e-05,1.594861110090884e-05,1.6003434823297617e-05,1.548306870549872e-05,1.5298050011580118e-05,1.5066330807057087e-05,1.4805712202760454e-05,1.446889716002711e-05,1.410480139330039e-05,1.3800238769172142e-05,1.3459694808428119e-05,1.3137162578110754e-05,1.2797977020937423e-05,1.247344617451051e-05,1.214081431420204e-05,1.183946606947657e-05,1.1507165874269456e-05,1.1253048790848397e-05,1.0953812545574394e-05,1.0673055747749744e-05,1.0419868002178944e-05,1.0202818379398321e-05,9.929581584632913e-06,9.726186080216324e-06,9.493310823320761e-06,9.272237086137029e-06,9.11870852719679e-06,8.901517647283965e-06,8.751357351375838e-06,8.554587672546155e-06,8.439484023218868e-06,8.272575960200258e-06,8.125426041435752e-06,8.0861849073415e-06,7.953616481471159e-06,7.827677725293201e-06,7.742758023541873e-06,7.659997875685063e-06,7.627245572499365e-06,7.478594307716937e-06,7.4430972419098265e-06,7.40994322084742e-06,7.558652645566474e-06,7.3368761484749215e-06,7.449798121772652e-06,7.42004111407015e-06
