Production rate of Ti-44 by GCR (all) in meteoroid 20cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.34,15.68,21.02,26.36,31.7,37.04,42.38,47.72,53.06,58.4,63.74,69.08
450,1.861509282028489e-05,1.8338940536483426e-05,1.807270441500262e-05,1.8249764414876593e-05,1.6677842163150546e-05,1.6833074089390177e-05,1.695226660855662e-05,1.6922486790827454e-05,1.6972344122473423e-05,1.700389162192734e-05,1.6991488191274895e-05,1.700661873484627e-05,1.7015405550370862e-05,1.6879252906974838e-05,1.6698491370989716e-05,1.633774259043711e-05
500,1.726061460120666e-05,1.7028807079535758e-05,1.6809284960807417e-05,1.6995971251556593e-05,1.5573546885085094e-05,1.5742108160346225e-05,1.5875443665656855e-05,1.586728856706789e-05,1.5925954374091194e-05,1.596630876386339e-05,1.596405119103652e-05,1.5987751107476374e-05,1.6003482532588853e-05,1.5882009404789886e-05,1.5720446970948608e-05,1.5382170392063895e-05
550,1.6056221773533863e-05,1.586095853874956e-05,1.568019841941157e-05,1.5873283535727532e-05,1.458059249978365e-05,1.4758810833829837e-05,1.4902765097204713e-05,1.491223543903906e-05,1.497773602236396e-05,1.5025074468551994e-05,1.5031148281558726e-05,1.5061706482005394e-05,1.5082997874355065e-05,1.4974290730426556e-05,1.4829561721260573e-05,1.4511686520155813e-05
600,1.4979309778967438e-05,1.4814440592808017e-05,1.4666063277715009e-05,1.4863079123422766e-05,1.368371029472664e-05,1.3868718443356442e-05,1.4020509247274462e-05,1.404437028775583e-05,1.4115129876932898e-05,1.4167983889569226e-05,1.4180911384635464e-05,1.4216945280456098e-05,1.4242681731717236e-05,1.4145128885847437e-05,1.4015217424859745e-05,1.371592744490413e-05
650,1.4011578916922452e-05,1.3872189031045722e-05,1.3751023837329653e-05,1.3950073469997891e-05,1.287027548120766e-05,1.3059822388628501e-05,1.3217240757694192e-05,1.3252857892427087e-05,1.3327611000331032e-05,1.3384790335137483e-05,1.3403359859368877e-05,1.3443745628517943e-05,1.347302370450736e-05,1.3385258797882506e-05,1.326843756099656e-05,1.2986132179442715e-05
700,1.3138045527138242e-05,1.3020161720678841e-05,1.2921979428533685e-05,1.312160041400548e-05,1.2129756752430118e-05,1.232206788430533e-05,1.2483352103762676e-05,1.2528566415363e-05,1.2606291761969003e-05,1.2666826694442269e-05,1.2690038784454393e-05,1.2733858268429092e-05,1.2765941870418996e-05,1.2686799655994193e-05,1.2581581077748995e-05,1.2314843268305615e-05
750,1.2346318210972797e-05,1.2246695805950469e-05,1.2168009494068993e-05,1.236707318420911e-05,1.1453299046240035e-05,1.1646971699729116e-05,1.1810712055179204e-05,1.1863744949469253e-05,1.1943615052336829e-05,1.200671207120952e-05,1.2033737938678135e-05,1.2080237742099088e-05,1.2114524277692013e-05,1.20430056538021e-05,1.1948102700378178e-05,1.169567275539927e-05
800,1.1626058221189422e-05,1.1542023821178902e-05,1.1479938081080308e-05,1.1677574381378184e-05,1.0833402950196055e-05,1.1027326843070688e-05,1.1192392764782575e-05,1.125177209564509e-05,1.1333114402497346e-05,1.1398121843833812e-05,1.1428271034636349e-05,1.1476830701555073e-05,1.1512824886545779e-05,1.1448068975021737e-05,1.1362363347614585e-05,1.112311709602251e-05
850,1.0968570697743378e-05,1.089790414206817e-05,1.0849999397533386e-05,1.104553991628802e-05,1.0263675359710447e-05,1.0456971754922938e-05,1.0622455529017572e-05,1.0686957806834864e-05,1.076922444022884e-05,1.0835605578616143e-05,1.0868300535182625e-05,1.0918407560049172e-05,1.0955700938805722e-05,1.0896962592150425e-05,1.081947875922677e-05,1.0592409387945206e-05
900,1.0366490663554726e-05,1.0307335124930759e-05,1.0271577832254713e-05,1.0464512476159645e-05,9.738633427188667e-06,9.930608024126281e-06,1.009578090625058e-05,1.016438568626815e-05,1.0247129688139754e-05,1.0314441485811194e-05,1.0349197364195935e-05,1.040042740629494e-05,1.043868220558301e-05,1.0385313742800457e-05,1.0315197586570358e-05,1.0099400374150843e-05
