Production rate of Ti-44 by GCR (all) in meteoroid 40cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.14,15.28,20.42,25.56,30.7,35.84,40.98,46.12,51.26,56.4,61.54,66.68,71.82,76.96,82.1,87.24,92.38,97.52,102.66,107.8,112.94,118.08,123.22,128.36,133.5,138.64,143.78
0,5.076861703695508e-05,4.870222059606005e-05,4.7001867778369595e-05,4.6330020066151715e-05,4.2568632615259185e-05,4.178479825382582e-05,4.103126778223945e-05,4.01731722101675e-05,3.971446678637136e-05,3.936517857190285e-05,3.894102838903911e-05,3.8462278576337805e-05,3.8055305208573266e-05,3.76543381859459e-05,3.731452493102013e-05,3.697350537212741e-05,3.677503413194968e-05,3.670867626816414e-05,3.6542379833565754e-05,3.638750461036753e-05,3.618776132557846e-05,3.591757157954262e-05,3.5881119695883526e-05,3.5736825985157216e-05,3.54055452762137e-05,3.539425472376157e-05,3.5340613074352905e-05,3.491561712125395e-05,3.4972692435489484e-05,3.456715413368879e-05,3.3452486179479255e-05
50,4.408116263109532e-05,4.2856890755031094e-05,4.16862814956282e-05,4.129573416157461e-05,3.833732963773381e-05,3.7839401924476226e-05,3.732586283454988e-05,3.6690496673705245e-05,3.637279562896123e-05,3.613721077573092e-05,3.581677176784985e-05,3.5446221569572564e-05,3.512974683737742e-05,3.481559312469939e-05,3.4543262672390205e-05,3.4265055061442925e-05,3.410789414741082e-05,3.4066848864078884e-05,3.3937089795609e-05,3.381100499743369e-05,3.3652353422484674e-05,3.341353827824953e-05,3.338842951719464e-05,3.3276053661894675e-05,3.298357974954501e-05,3.298330558096069e-05,3.294406969418909e-05,3.2556619365523155e-05,3.261087713614184e-05,3.223991904294702e-05,3.120817765334159e-05
100,3.9031918611090474e-05,3.824046478922302e-05,3.741207204963482e-05,3.7208614019054636e-05,3.482768207016891e-05,3.453378937596043e-05,3.4194832348538344e-05,3.372688003406511e-05,3.351503391405439e-05,3.336511151874527e-05,3.312406614518638e-05,3.283732696246901e-05,3.2591026078526966e-05,3.2345700766419396e-05,3.212750642817965e-05,3.190015983819516e-05,3.1776350645810505e-05,3.175492307043073e-05,3.1654609059765816e-05,3.155192561029005e-05,3.142649635417202e-05,3.121381450001091e-05,3.11972501074806e-05,3.111066679026096e-05,3.0850855890040594e-05,3.0858898263745316e-05,3.083122149264669e-05,3.0475393156309794e-05,3.052703127286605e-05,3.0185681718577436e-05,2.9226880105060093e-05
150,3.499856719560919e-05,3.4472718788355284e-05,3.388323423462462e-05,3.3810064556743106e-05,3.186278436237996e-05,3.1718861291872834e-05,3.151038954263822e-05,3.117110679549006e-05,3.104030230830062e-05,3.0956113252127646e-05,3.077707083527186e-05,3.055647205110556e-05,3.0365572127858562e-05,3.017564256635142e-05,3.0001427801883995e-05,2.9815742087283914e-05,2.9719168629388744e-05,2.9713114931501184e-05,2.9636794332110937e-05,2.9553353175408992e-05,2.9455081818164797e-05,2.926448909362533e-05,2.9254382855688502e-05,2.918889984019416e-05,2.895687957681466e-05,2.8971259057559676e-05,2.8952972032637937e-05,2.862410059142589e-05,2.8673326362653524e-05,2.83576197263577e-05,2.746337378781553e-05
200,3.1678284154839e-05,3.132959103983668e-05,3.091414564074138e-05,3.093430895166498e-05,2.9322410460731418e-05,2.9290938788009298e-05,2.9181863141874385e-05,2.8943129461016862e-05,2.88752808319993e-05,2.88422185960471e-05,2.8712345934742222e-05,2.8544700776900054e-05,2.8398160053867507e-05,2.8253341497722697e-05,2.8115221551488406e-05,2.7963984591517288e-05,2.788986048619121e-05,2.7895958829159838e-05,2.783936503626576e-05,2.7771898633910376e-05,2.769602937273329e-05,2.7524338478984654e-05,2.7519113326054262e-05,2.7471067725116722e-05,2.726291356323109e-05,2.728214527635688e-05,2.7271563807056364e-05,2.696591285608785e-05,2.701292729880774e-05,2.6719641385064193e-05,2.588285040500503e-05
250,2.888883803614368e-05,2.866432199250905e-05,2.8379255969287047e-05,2.8467511789091037e-05,2.7120735566407566e-05,2.7174762829156614e-05,2.7142455830837213e-05,2.6983311909886105e-05,2.6964911604390463e-05,2.6972017065161925e-05,2.6881613283674626e-05,2.6756855103987844e-05,2.6646239084453507e-05,2.6538504431367637e-05,2.6430259640276377e-05,2.630773454489992e-05,2.625225842797589e-05,2.6268025610134236e-05,2.6227770570733284e-05,2.6173674369657337e-05,2.6116423825780507e-05,2.5961078533812663e-05,2.595952903275262e-05,2.5926016750644866e-05,2.5738525260166284e-05,2.5761475928048978e-05,2.5757271992861892e-05,2.5471807268064442e-05,2.5516797945568064e-05,2.5243274657613238e-05,2.445788140184113e-05
300,2.6509350576167044e-05,2.637480303018745e-05,2.6189374704106545e-05,2.6327879110909835e-05,2.5194307847478876e-05,2.53139648396062e-05,2.5341555310198974e-05,2.5246050392036046e-05,2.5266813150510557e-05,2.530570982252472e-05,2.5247299277201952e-05,2.5157602212554282e-05,2.507635373897251e-05,2.499934031016535e-05,2.491599908697926e-05,2.4817566415667647e-05,2.47776818498596e-05,2.480117957811155e-05,2.4774539990449325e-05,2.473171248693492e-05,2.469003430129351e-05,2.454895375100946e-05,2.4550150428613055e-05,2.4528838530770603e-05,2.4359364406878054e-05,2.4385157335439413e-05,2.438626962162763e-05,2.411849790247891e-05,2.4161636131077055e-05,2.3905654644702758e-05,2.316645876072531e-05
350,2.4454829019743983e-05,2.4387004095622464e-05,2.4278854735455638e-05,2.445466198532531e-05,2.3494944238000884e-05,2.3665285476344615e-05,2.373995203372498e-05,2.3695740250146776e-05,2.3747709863169153e-05,2.3811897830213238e-05,2.377962769565995e-05,2.3718815902869425e-05,2.3661762322833916e-05,2.361036166143409e-05,2.354790515026682e-05,2.3469806261455747e-05,2.344302977346045e-05,2.3472728652395536e-05,2.3457492698667993e-05,2.3424220449256433e-05,2.339563612373579e-05,2.3267104334477038e-05,2.3270325560757178e-05,2.325931860474041e-05,2.3105655017430022e-05,2.3133604641775108e-05,2.313917496361881e-05,2.2887026483388297e-05,2.2928466816547563e-05,2.2688151358106133e-05,2.1990661762946204e-05
400,2.2663080084491186e-05,2.264558228560747e-05,2.2598043921680864e-05,2.2801570949226503e-05,2.198526594026761e-05,2.2194866537506705e-05,2.2306713468926482e-05,2.230410425780172e-05,2.2381044848067786e-05,2.246541671132686e-05,2.245464330536518e-05,2.241778106499137e-05,2.238079109101608e-05,2.2350856968425846e-05,2.2306004814714463e-05,2.2245153635883144e-05,2.222944879273942e-05,2.2264130746865627e-05,2.2258485787276507e-05,2.2233358927820315e-05,2.2215833667931793e-05,2.2098419294130247e-05,2.2103101859484458e-05,2.2100844542430393e-05,2.196113368637409e-05,2.199069920661382e-05,2.2000026383714813e-05,2.176176719154962e-05,2.1801648062710744e-05,2.1575399296382795e-05,2.0915716105244888e-05
450,2.1087226674661134e-05,2.1108158408498702e-05,2.1108560344743664e-05,2.1332599001445818e-05,2.0635760210529267e-05,2.087577055030243e-05,2.1017061705944796e-05,2.1048358174164148e-05,2.1145327771544622e-05,2.1245827731252725e-05,2.1252824616598986e-05,2.1235924385965833e-05,2.1215663109269974e-05,2.1203798726044187e-05,2.1173850580061065e-05,2.1127692997138105e-05,2.112137648177531e-05,2.116006346436152e-05,2.1162512229130275e-05,2.1144361279776545e-05,2.1136211226722747e-05,2.1028708129949056e-05,2.103441080787055e-05,2.1039615729207397e-05,2.0912280878848167e-05,2.0943032674054813e-05,2.0955538481951508e-05,2.072970399565135e-05,2.0768148908915826e-05,2.0554591889912137e-05,1.9929311149432054e-05
500,1.9691108429680753e-05,1.9741639877559595e-05,1.9780195837192868e-05,2.001925423731722e-05,1.9422775635513748e-05,1.9686265637187764e-05,1.9850887754350424e-05,1.99099143156731e-05,2.002295920381609e-05,2.013633750834431e-05,2.0158084802097354e-05,2.0157894692219376e-05,2.015164496292531e-05,2.015504479407129e-05,2.0137761064522845e-05,2.010416822723111e-05,2.0105838672537666e-05,2.0147739756875994e-05,2.0157036821275796e-05,2.0144884681397613e-05,2.014470652542405e-05,2.0046089012889437e-05,2.0052465325005108e-05,2.0064058516479453e-05,1.9947751683193843e-05,1.9979346526158672e-05,1.9994550168104107e-05,1.977989405461755e-05,1.9817012988845788e-05,1.961495701691337e-05,1.9021093260771572e-05
550,1.844630257199378e-05,1.8519760516334197e-05,1.8588811750389223e-05,1.8838662074123798e-05,1.83271138646939e-05,1.8608607046534644e-05,1.879168510875554e-05,1.8873443267438417e-05,1.8999374594673635e-05,1.912300728988363e-05,1.9157036631925835e-05,1.917088280771653e-05,1.917641265007244e-05,1.9192742926501217e-05,1.9186253754083937e-05,1.916344001060091e-05,1.917192333687535e-05,1.9216394907952487e-05,1.923149788351821e-05,1.922452287428822e-05,1.9231139728006962e-05,1.914052833255462e-05,1.914730594749161e-05,1.916438521813064e-05,1.9057946314835562e-05,1.909010879223597e-05,1.910760749409075e-05,1.8903061843509512e-05,1.893895268911915e-05,1.8747359885123725e-05,1.8182282750456197e-05
600,1.7330115187080365e-05,1.7421380343731412e-05,1.7514866262891086e-05,1.7772226692508215e-05,1.7333016114001882e-05,1.7628151741362403e-05,1.7825767919760268e-05,1.7926180993927335e-05,1.8062408750761222e-05,1.8194163185642613e-05,1.823844175105203e-05,1.8264109676522655e-05,1.827957233655061e-05,1.8306879413552352e-05,1.8309614297476487e-05,1.8296073315302216e-05,1.8310380236616464e-05,1.8356895673572306e-05,1.8376927254799332e-05,1.8374434329341966e-05,1.838685360738002e-05,1.830348857672719e-05,1.831045356283789e-05,1.8332256243796303e-05,1.8234680862774772e-05,1.826718925790267e-05,1.8286643333151414e-05,1.8091287285805466e-05,1.8126037220173557e-05,1.7943997610368447e-05,1.7405379636312282e-05
650,1.632418285537094e-05,1.6429278860889832e-05,1.65423581010739e-05,1.680466447678553e-05,1.6427418674755615e-05,1.6732702498120813e-05,1.6941687337699583e-05,1.705740823518599e-05,1.7201816052076814e-05,1.733994908767497e-05,1.739279154075312e-05,1.7428435234607167e-05,1.745229279649969e-05,1.7488932010949502e-05,1.7499564786135214e-05,1.7494019298531444e-05,1.7513311933888713e-05,1.756143826846847e-05,1.7585656404222747e-05,1.758705448310435e-05,1.7604434774961167e-05,1.7527655286107003e-05,1.753463996241282e-05,1.7560517649776306e-05,1.7470931373368068e-05,1.7503606812748553e-05,1.752472803736716e-05,1.7337762825112898e-05,1.737144958147989e-05,1.7198161112744494e-05,1.6683934495546547e-05
700,1.5413473370723468e-05,1.5529279215263286e-05,1.565805300237761e-05,1.5923291987926306e-05,1.5599396288358856e-05,1.591201385656232e-05,1.6129788875148583e-05,1.6258053399056985e-05,1.640890290588189e-05,1.6551982904569162e-05,1.661198370053826e-05,1.6656055533232907e-05,1.6687019838896894e-05,1.673159965423543e-05,1.674900503492435e-05,1.6750366928337192e-05,1.6773932313675026e-05,1.6823312082792458e-05,1.6851086307345655e-05,1.685587026657882e-05,1.6877495031986e-05,1.6806722716114647e-05,1.6813596201792884e-05,1.684299477854069e-05,1.6760632504623298e-05,1.6793330527093044e-05,1.6815872996799187e-05,1.6636601910289807e-05,1.666929492262446e-05,1.650404726613354e-05,1.601236783539359e-05
750,1.4585555819371338e-05,1.4709600233807784e-05,1.4850906989131837e-05,1.5117492309177722e-05,1.48397395167677e-05,1.5157414502884355e-05,1.5381872023590585e-05,1.5520385588862875e-05,1.5676242516592532e-05,1.5823088887489387e-05,1.5889069621131075e-05,1.5940265401724862e-05,1.597725185847118e-05,1.6028589573378724e-05,1.6051808518515054e-05,1.605914685896578e-05,1.608637575035328e-05,1.613671276114588e-05,1.6167505249190436e-05,1.617524148239563e-05,1.6200497981979594e-05,1.613522373532329e-05,1.614188454412246e-05,1.6174328232256263e-05,1.6098517391540345e-05,1.613112133862681e-05,1.615487420978719e-05,1.5982686389582498e-05,1.6014447811063956e-05,1.5856609113055098e-05,1.5385826165728863e-05
