Production rate of Ti-44 by GCR (all) in meteoroid 60cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,12.04,19.08,26.12,33.16,40.2,47.24,54.28,61.32,68.36,75.4,82.44,89.48,96.52,103.56,110.6,117.64,124.68,131.72,138.76,145.8,152.84,159.88,166.92,173.96,181.0,188.04,195.08,202.12,209.16,216.2
0,5.896774157391814e-05,5.719926213462415e-05,5.4427906815347855e-05,5.368429529692718e-05,4.843952152342144e-05,4.66852745991989e-05,4.504531718064639e-05,4.40665903051861e-05,4.3328880423246165e-05,4.209773914427437e-05,4.134104973193771e-05,4.037437557900666e-05,3.988530845589507e-05,3.904019905866242e-05,3.863645288084267e-05,3.856148825320783e-05,3.8051432911624265e-05,3.7458343527116346e-05,3.7291275253645234e-05,3.699939886484574e-05,3.690036706470203e-05,3.5567287150824156e-05,3.585986358339432e-05,3.532292003345363e-05,3.5440570426477876e-05,3.460467292872947e-05,3.399373054644309e-05,3.5142167411688126e-05,3.3724019527218036e-05,3.465229452913581e-05,3.284208848623593e-05,3.453046935526201e-05,3.259573984851146e-05,3.032534506983481e-05
50,5.108297347994058e-05,5.0258925848403375e-05,4.8254270680596565e-05,4.781728497171421e-05,4.373590975923338e-05,4.2453457593932034e-05,4.12124394694749e-05,4.048739496330366e-05,3.990458978034211e-05,3.8908223239650684e-05,3.8301434461307545e-05,3.7504230828339636e-05,3.710928336579873e-05,3.6350725936818324e-05,3.6018854566195815e-05,3.601468297313402e-05,3.5562178876008206e-05,3.504304188623895e-05,3.4930280460691285e-05,3.467431892293403e-05,3.4603893159914416e-05,3.336492569762286e-05,3.3666236558492886e-05,3.320033840737882e-05,3.33190407538127e-05,3.2566360465378764e-05,3.198096379772588e-05,3.3022443881687696e-05,3.175391814154406e-05,3.261507258317718e-05,3.092568018558468e-05,3.2516047640587105e-05,3.0666638916552044e-05,2.8632073496593915e-05
100,4.516293907507625e-05,4.479223476146948e-05,4.329964158010636e-05,4.30629872785545e-05,3.98215469579711e-05,3.8884738865477416e-05,3.7945947932466534e-05,3.741511893327719e-05,3.695120609887895e-05,3.613991575645187e-05,3.565165850454268e-05,3.499207352754407e-05,3.4673092795050186e-05,3.3988213090698855e-05,3.371473612147554e-05,3.3766114364939944e-05,3.3362062369875164e-05,3.2905009934479235e-05,3.283530369586436e-05,3.260836527614811e-05,3.255993760545989e-05,3.14046435453085e-05,3.1709102853859304e-05,3.130402048051497e-05,3.142329286942087e-05,3.074184345494634e-05,3.018064296914475e-05,3.112867760840002e-05,2.9989189177711298e-05,3.078912146704649e-05,2.9210454392762213e-05,3.0707926544543e-05,2.893582703899157e-05,2.7106274515575725e-05
150,4.0451570781664584e-05,4.034044793843327e-05,3.9215112913539666e-05,3.911581706196689e-05,3.6505901181020436e-05,3.58297270186177e-05,3.5125018485889096e-05,3.4745713540720576e-05,3.4375168749427045e-05,3.3712278281685833e-05,3.331938142371696e-05,3.277291358014121e-05,3.251596855193012e-05,3.189444312781315e-05,3.166906894347807e-05,3.176419716411327e-05,3.140147294585073e-05,3.099715251391527e-05,3.0961895591815854e-05,3.075878298781974e-05,3.072730878211554e-05,2.9647083606318055e-05,2.995079526332589e-05,2.9598166299195447e-05,2.9717676389052434e-05,2.9097702573962647e-05,2.8559393578198185e-05,2.942544482237987e-05,2.8397829491085092e-05,2.9141867934292848e-05,2.7664773901977927e-05,2.907478545436208e-05,2.73732695198242e-05,2.5723031581667556e-05
200,3.658415823328215e-05,3.663393041551548e-05,3.578252731585652e-05,3.578028676251045e-05,3.365854604897722e-05,3.3182977459195874e-05,3.266260260680219e-05,3.240322297497099e-05,3.2107331583030946e-05,3.156503824720027e-05,3.124991247614612e-05,3.0797348757356094e-05,3.059155340665128e-05,3.0024978364796895e-05,2.983968455121465e-05,2.9969311868321946e-05,2.964222409955406e-05,2.9283128513221827e-05,2.927562496392758e-05,2.9092338509594974e-05,2.9073922360386207e-05,2.806152578602655e-05,2.8361764226718375e-05,2.805466583357208e-05,2.8174169845662872e-05,2.760764107431475e-05,2.7090975364767326e-05,2.7884795713520806e-05,2.695464725198298e-05,2.7647592519331083e-05,2.6263795497949227e-05,2.759177403850337e-05,2.5955129668268674e-05,2.4462661476906125e-05
250,3.33425408554799e-05,3.3496417354473564e-05,3.285470368329469e-05,3.292241220080092e-05,3.118589637691149e-05,3.086712161914839e-05,3.049378992597948e-05,3.033039504958727e-05,3.0095070220919373e-05,2.9651856212037933e-05,2.940086318321858e-05,2.9026904838671854e-05,2.8863626527694584e-05,2.8345073276133256e-05,2.819349921064652e-05,2.835029798732682e-05,2.805422585067037e-05,2.7734237377592384e-05,2.774920603651475e-05,2.758261479828389e-05,2.7574222686481374e-05,2.6623464480482592e-05,2.69183333846257e-05,2.665097340629313e-05,2.6770281322302665e-05,2.6250522508207123e-05,2.575431516781372e-05,2.6484234041716243e-05,2.563938891014171e-05,2.6285563009698642e-05,2.4987586653661315e-05,2.6238786747294515e-05,2.4662105008815373e-05,2.330921801427658e-05
300,3.0582667522245025e-05,3.0805485038955656e-05,3.0327315386746615e-05,3.0446084457695577e-05,2.9018491314586795e-05,2.8823725922039065e-05,2.8568901280921892e-05,2.8483012593007002e-05,2.8297423721414743e-05,2.7936354778708173e-05,2.773873657315247e-05,2.7431045989394234e-05,2.7303353823708192e-05,2.682704745622105e-05,2.6704077440787358e-05,2.688219389199866e-05,2.6613334135776194e-05,2.6327403245709848e-05,2.6360632072445868e-05,2.6208248820987974e-05,2.620750209332293e-05,2.53130222582646e-05,2.560122202640135e-05,2.5368710207301614e-05,2.5487665850220448e-05,2.5009081203358898e-05,2.4532213436062415e-05,2.5205374514081775e-05,2.4435505709106317e-05,2.50388010285726e-05,2.3819889721177677e-05,2.499930989841734e-05,2.347832550430788e-05,2.2249554323759542e-05
350,2.820362802944779e-05,2.8472519388934782e-05,2.8123722473830617e-05,2.8280032195086986e-05,2.7103418766316933e-05,2.7007641792281037e-05,2.6849118550449337e-05,2.6826254551512688e-05,2.66819265878046e-05,2.638948957133522e-05,2.623663829482535e-05,2.5985157976271952e-05,2.5887427912718217e-05,2.5448509047965927e-05,2.5349977725201542e-05,2.5544702319428693e-05,2.529988744758767e-05,2.5043800306147393e-05,2.5091898368966783e-05,2.49517214935105e-05,2.4956746104223593e-05,2.411385552099889e-05,2.4394520700044555e-05,2.4192695650319916e-05,2.4311165249039053e-05,2.3869027925775775e-05,2.3410447194174955e-05,2.4033003482521006e-05,2.3329297646593516e-05,2.389322304589858e-05,2.2747266710166357e-05,2.3859612095912906e-05,2.239058232427542e-05,2.1272685894389207e-05
400,2.6131813932782936e-05,2.6431378100386332e-05,2.6186056843134627e-05,2.637002466152538e-05,2.539952411114779e-05,2.5383331163575407e-05,2.530358800755204e-05,2.5332254192632557e-05,2.522245546179405e-05,2.498773968508085e-05,2.4872683737882137e-05,2.466913808816814e-05,2.4596764055042826e-05,2.419110912468706e-05,2.4113588316991834e-05,2.432110978608189e-05,2.4097674314437035e-05,2.3867880707662354e-05,2.3928096299136405e-05,2.379849628303653e-05,2.380781053224932e-05,2.301237202492343e-05,2.328495537785844e-05,2.3110251402923606e-05,2.3228117015646225e-05,2.2818406549550102e-05,2.23771250011535e-05,2.2954398803713944e-05,2.2309297648445366e-05,2.283702043894129e-05,2.1758485546369954e-05,2.2808156222271104e-05,2.1387768016675346e-05,2.0369335737444862e-05
