Production rate of Ti-44 by GCR (all) in meteoroid 50cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.03,15.06,20.09,25.12,30.15,35.18,40.21,45.24,50.27,55.3,60.33,65.36,70.39,75.42,80.45,85.48,90.51,95.54,100.57,105.6,110.63,115.66,120.69,125.72,130.75,135.78,140.81,145.84,150.87,155.9,160.93,165.96,170.99,176.02,181.05
0,5.9363152790675e-05,5.683655976680924e-05,5.462435827266648e-05,5.369956284958977e-05,4.943637598660347e-05,4.83081481441291e-05,4.7019061094215887e-05,4.5964016876695065e-05,4.4993324085077033e-05,4.431587570818248e-05,4.3730609304261386e-05,4.311599659003463e-05,4.2395762793077024e-05,4.166880956024299e-05,4.1196907868390156e-05,4.059950241773107e-05,4.0179769911171976e-05,3.987412228246954e-05,3.96762113957616e-05,3.927142267194922e-05,3.879645568728913e-05,3.854911292665743e-05,3.825553741380953e-05,3.777311129135141e-05,3.76298508184967e-05,3.726707822992042e-05,3.7052587563352746e-05,3.6677097260428465e-05,3.6577583097836216e-05,3.637519001445814e-05,3.62894131038381e-05,3.602778915579667e-05,3.581194687071441e-05,3.570114753247603e-05,3.529582142815985e-05,3.5144240976447355e-05,3.493068360355418e-05,3.533661310803204e-05,3.389071570391246e-05
50,5.124969503586216e-05,4.9776231011843124e-05,4.8230307935887554e-05,4.764741627654661e-05,4.433202894562595e-05,4.3555355373805624e-05,4.2589254353851e-05,4.1796458561250926e-05,4.103766284521616e-05,4.051435397227509e-05,4.0065269376880926e-05,3.958252477905895e-05,3.899052176139485e-05,3.8384700614489835e-05,3.7998503440971235e-05,3.7492652549270654e-05,3.7139275464348866e-05,3.688512917605426e-05,3.672410510783956e-05,3.637699448195135e-05,3.596487736064588e-05,3.575704189490598e-05,3.550843285493988e-05,3.5080780776511095e-05,3.4963002141416375e-05,3.464779717763662e-05,3.4464616921742465e-05,3.4133852078130764e-05,3.4051202783148864e-05,3.387995332442062e-05,3.381425398295984e-05,3.358340985162851e-05,3.339087355622729e-05,3.329738418567748e-05,3.292884135675353e-05,3.2796606089147866e-05,3.2606250444332643e-05,3.297564221461097e-05,3.163206124412251e-05
100,4.514319935015551e-05,4.420928412660119e-05,4.3094257121609944e-05,4.273960867484029e-05,4.010184723931327e-05,3.957736576899505e-05,3.884954620596287e-05,3.8252819693866594e-05,3.765638594700895e-05,3.725120485078e-05,3.69062353034352e-05,3.652532456074725e-05,3.603424899639224e-05,3.552536962816436e-05,3.520774225633879e-05,3.4776895047298816e-05,3.447768441881191e-05,3.4265349774751024e-05,3.413385205717456e-05,3.383413818037326e-05,3.347403780789231e-05,3.329828965990944e-05,3.30865980743473e-05,3.270466827633888e-05,3.2607223923718545e-05,3.233155990841606e-05,3.21737361267589e-05,3.18804875027809e-05,3.18112214915959e-05,3.1665478935296684e-05,3.1615593423698284e-05,3.14103195033913e-05,3.1237313548491423e-05,3.1158010027799435e-05,3.082102920099681e-05,3.070486874011031e-05,3.0535179488857484e-05,3.087189654748084e-05,2.96197505739558e-05
150,4.027687948421682e-05,3.967208982738944e-05,3.885824218246688e-05,3.866314906559344e-05,3.653120486785916e-05,3.61931499419457e-05,3.564602190338323e-05,3.5199234809891474e-05,3.4729721735244606e-05,3.4416840371813333e-05,3.4153005363096784e-05,3.385220605543229e-05,3.344201100149365e-05,3.3011943418309754e-05,3.274988686946715e-05,3.238120587281987e-05,3.212672601297091e-05,3.19487371665042e-05,3.184118956392087e-05,3.158088792272255e-05,3.1264350086917745e-05,3.111498434412901e-05,3.093396303361471e-05,3.05906672146221e-05,3.050967269114754e-05,3.0267238318072884e-05,3.0130229047191215e-05,2.9868796647826e-05,2.9810301863657335e-05,2.9685682612933603e-05,2.9648373358411578e-05,2.946460060237386e-05,2.9308197905524137e-05,2.9240642652765704e-05,2.8931012167075203e-05,2.882834805487207e-05,2.867712261872235e-05,2.8984546202816394e-05,2.781448058214239e-05
200,3.627895957757848e-05,3.5891934000534424e-05,3.529778312181714e-05,3.5217477104721404e-05,3.347433866382127e-05,3.327695704889883e-05,3.2869584210054885e-05,3.253941388535476e-05,3.217065569928664e-05,3.1930969269522175e-05,3.173129280808276e-05,3.149443032106318e-05,3.1149981404614764e-05,3.078479526142891e-05,3.056824562660501e-05,3.0251592763263447e-05,3.0034409362073235e-05,2.98849099074512e-05,2.9797001519329638e-05,2.956980074648628e-05,2.929010940407136e-05,2.9162658743781796e-05,2.9007369876587646e-05,2.8697057471118257e-05,2.8629522438520274e-05,2.841527436018514e-05,2.8295546117602318e-05,2.8061347228582636e-05,2.801162633496842e-05,2.7904663370716363e-05,2.7877428671816025e-05,2.771192325081446e-05,2.7569803488717238e-05,2.751206512017541e-05,2.722633419090297e-05,2.7135101142808542e-05,2.700041859920113e-05,2.7281504867679162e-05,2.6185439813052992e-05
250,3.292630030869018e-05,3.269041677245719e-05,3.226109722231113e-05,3.226495396359555e-05,3.082724768997648e-05,3.0737581873983926e-05,3.043992827044453e-05,3.0201652211472785e-05,2.9913861981829288e-05,2.973290173412049e-05,2.9584548635608285e-05,2.9399306040894152e-05,2.910892842697801e-05,2.879771107973271e-05,2.861875009165976e-05,2.834600113350335e-05,2.8160171854831304e-05,2.803450001320221e-05,2.7962843184244025e-05,2.7763681646407754e-05,2.751542328134471e-05,2.740633668330268e-05,2.727281877462684e-05,2.6990918415156233e-05,2.6934503015904398e-05,2.6744356413315267e-05,2.663911590602325e-05,2.6428414945229095e-05,2.6385916214441005e-05,2.6293829250591175e-05,2.6274709264727356e-05,2.6124863882453483e-05,2.599515414559582e-05,2.5945682085193404e-05,2.5680987424116296e-05,2.5599509799878443e-05,2.5479687267172146e-05,2.573702594801123e-05,2.4707946691416e-05
300,3.0071190328238708e-05,2.9943540704764777e-05,2.9640401632868755e-05,2.9706739041621466e-05,2.8513073590253807e-05,2.8506758190575493e-05,2.8296247908296927e-05,2.813113530239013e-05,2.79090609039298e-05,2.7775661558154647e-05,2.7668745723852928e-05,2.752557313831863e-05,2.7280102306171587e-05,2.7014169914814507e-05,2.686648411021771e-05,2.66310482350085e-05,2.6471765346759653e-05,2.6366164099379835e-05,2.630805998420189e-05,2.6132828239728137e-05,2.591158516631338e-05,2.5818004035152582e-05,2.5703038704185738e-05,2.5445805375838873e-05,2.539865335165231e-05,2.522926139477092e-05,2.5136270484376394e-05,2.4945986537037686e-05,2.4909487875216756e-05,2.4830021157756812e-05,2.4817463188905304e-05,2.468114972223824e-05,2.456231510012072e-05,2.4519850295130808e-05,2.4273790725275367e-05,2.420069412202387e-05,2.4094250692364616e-05,2.433011778648231e-05,2.3361902446500092e-05
350,2.7609945196461877e-05,2.7561481507470705e-05,2.735639639135657e-05,2.7469461146580503e-05,2.6473472027974767e-05,2.6532125006549623e-05,2.6391461822123205e-05,2.6285077710145193e-05,2.6116776509723226e-05,2.60221884997637e-05,2.5948978413123378e-05,2.5840360249903107e-05,2.5632497129798733e-05,2.540484838071173e-05,2.528334698282101e-05,2.507982074380969e-05,2.4943153669751618e-05,2.4854562764495675e-05,2.4807835918015622e-05,2.465316205477811e-05,2.445529068734762e-05,2.4374888605111816e-05,2.4275832750420765e-05,2.4040164786204525e-05,2.400078592904896e-05,2.384937879621997e-05,2.3766823230914097e-05,2.3594389413067826e-05,2.356291676872034e-05,2.3494221630766344e-05,2.3486983946251846e-05,2.3362446712865047e-05,2.3253212797620232e-05,2.321672275551128e-05,2.2987266076070148e-05,2.2921412478883582e-05,2.282703957586858e-05,2.304344260554777e-05,2.213072157437428e-05
400,2.546680393454524e-05,2.5477137204663917e-05,2.5349125787148835e-05,2.5497239187737528e-05,2.4663193521792603e-05,2.477271936735024e-05,2.468844362319458e-05,2.462950523700414e-05,2.4505502067767213e-05,2.4442780054584024e-05,2.4397151451346625e-05,2.431709826406546e-05,2.414095744672603e-05,2.3945884216147206e-05,2.3846422481662388e-05,2.3670335044230148e-05,2.355304088458073e-05,2.3478944342347695e-05,2.344182324824249e-05,2.3304914682394495e-05,2.3127381747709043e-05,2.305824724642108e-05,2.2972909624278894e-05,2.2756213405439635e-05,2.2723398861341195e-05,2.2587663891733684e-05,2.2514058024543607e-05,2.2357316579983565e-05,2.2330085322182572e-05,2.2270633347145916e-05,2.226771497516268e-05,2.215349180755486e-05,2.20527884179963e-05,2.202141904177908e-05,2.180683139362356e-05,2.1747270664431623e-05,2.16638076180065e-05,2.186252381638064e-05,2.1000564749536824e-05
