Production rate of Ti-44 by GCR (all) in meteoroid 30cm.
Notes: LIS_VosPotgieter 2015
"Values=Production rates [atoms/gs], X=phi [MV], Y=depth [g/cm2]"
phi/depths,0.0,1.0,3.0,5.0,10.08,15.16,20.24,25.32,30.4,35.48,40.56,45.64,50.72,55.8,60.88,65.96,71.04,76.12,81.2,86.28,91.36,96.44,101.52,106.6
1350,1.0813683864225037e-05,1.0933697259171682e-05,1.1094301746789985e-05,1.1379265948406442e-05,1.1202528612384343e-05,1.1571771633671227e-05,1.1827192331808383e-05,1.2042101736089552e-05,1.2251930477824271e-05,1.2427480158784177e-05,1.254104712723361e-05,1.2689967513039621e-05,1.2765339397725197e-05,1.2844408980907869e-05,1.2928466406227925e-05,1.2946295127535045e-05,1.2969352353342674e-05,1.3076221115481788e-05,1.3134731283860014e-05,1.3128986635382413e-05,1.315454901230469e-05,1.3189724144958751e-05,1.3050827418013003e-05,1.2850054767007299e-05
1400,1.04092928266279e-05,1.0529346762698756e-05,1.069072644976145e-05,1.0970493459941606e-05,1.081009554990459e-05,1.1173873056668084e-05,1.1426653202179216e-05,1.1639915001608745e-05,1.184707121513923e-05,1.2020496366074867e-05,1.2133639839862653e-05,1.2280782090805917e-05,1.2356274583951911e-05,1.2435514997184277e-05,1.2519936030099364e-05,1.2539406090896481e-05,1.2562511507607964e-05,1.2667581271265203e-05,1.2725133037538279e-05,1.2720999309745264e-05,1.2744243375906571e-05,1.278009152807549e-05,1.2647456430950245e-05,1.2455844781901027e-05
1450,1.0029120636526566e-05,1.014895248373444e-05,1.0310695485109771e-05,1.0585285694513475e-05,1.0439749799201171e-05,1.0797992821596147e-05,1.1047968727110028e-05,1.1259381699437045e-05,1.1463777069754226e-05,1.1635016777705144e-05,1.1747605651499406e-05,1.1892903945733757e-05,1.196838824269487e-05,1.2047662481604713e-05,1.2132294512320386e-05,1.2153225925848976e-05,1.21763311074607e-05,1.2279623789824777e-05,1.2336227273848841e-05,1.2333564101841983e-05,1.2354678614055912e-05,1.239106759237836e-05,1.2264337677915321e-05,1.2081301989828069e-05
1500,9.671182906453243e-06,9.790571916875511e-06,9.952326516882295e-06,1.0221779327195345e-05,1.0089784192039668e-05,1.0442455319466684e-05,1.068949783839686e-05,1.0898896487174883e-05,1.1100465774534632e-05,1.1269475225512486e-05,1.13813983506768e-05,1.1524802731826984e-05,1.1600167786484589e-05,1.1679357427248778e-05,1.1764066917073267e-05,1.1786298342431802e-05,1.1809361406189323e-05,1.1910901814836723e-05,1.1966568696937227e-05,1.1965248741773186e-05,1.1984405098691702e-05,1.202121853316898e-05,1.190006278931399e-05,1.1725066942424552e-05
1550,9.333700510245183e-06,9.452461438645251e-06,9.613927452602186e-06,9.878297459054829e-06,9.758658705177787e-06,1.0105746671786833e-05,1.034975587304323e-05,1.0557005184545626e-05,1.0755702590604586e-05,1.092245056744881e-05,1.1033613991496186e-05,1.1175087932297175e-05,1.1250238081337321e-05,1.1329240830904765e-05,1.1413910944904287e-05,1.1437297541586038e-05,1.1460282309183045e-05,1.1560097525576537e-05,1.1614840747394126e-05,1.1614748303363109e-05,1.1632102384422165e-05,1.1669237791718433e-05,1.155334841061107e-05,1.138590024880474e-05
1600,9.015074049797848e-06,9.133051820038536e-06,9.293973298018882e-06,9.553327146878257e-06,9.44498072500062e-06,9.78649588444288e-06,1.0027396563386617e-05,1.0232387564112706e-05,1.042818366609868e-05,1.0592650433879743e-05,1.070297504618871e-05,1.0842493387341136e-05,1.0917346317880319e-05,1.0996073912369282e-05,1.1080602471731145e-05,1.1105014032319993e-05,1.112788930615412e-05,1.1226008170845279e-05,1.1279841681755729e-05,1.1280871454830575e-05,1.129656523779972e-05,1.1333932342375663e-05,1.1223022723227585e-05,1.1062669681049774e-05
1650,8.713862018898971e-06,8.830927247942955e-06,8.991086291452276e-06,9.245500089376821e-06,9.147488030299694e-06,9.483458565635544e-06,9.721196450223365e-06,9.923842432692588e-06,1.0116721591015745e-05,1.027889710576636e-05,1.038831662424409e-05,1.0525863826616074e-05,1.0600348832624443e-05,1.0678725229612694e-05,1.076302293608541e-05,1.0788342256739035e-05,1.0811081193942452e-05,1.0907533876592961e-05,1.0960472418661372e-05,1.0962528452275565e-05,1.097669143921153e-05,1.1014210714624243e-05,1.0908013671868001e-05,1.075433890782009e-05
1700,8.428762055458937e-06,8.544807283914794e-06,8.70401878921028e-06,8.953575965317128e-06,8.865034066899076e-06,9.195502810340311e-06,9.43004134722765e-06,9.63027465556802e-06,9.820232817313938e-06,9.980115205413995e-06,1.0088574450285584e-05,1.022414310965626e-05,1.0298199592143992e-05,1.037615941185089e-05,1.0460148304441674e-05,1.0486269759285626e-05,1.0508849329095225e-05,1.0603666969399684e-05,1.0655725894986568e-05,1.0658720623008702e-05,1.0671471099991221e-05,1.0709072498714567e-05,1.060733865086768e-05,1.0459957620399454e-05
1750,8.158594785411634e-06,8.273531292741633e-06,8.431638468711392e-06,8.67642800915717e-06,8.596575162590447e-06,8.921596922720517e-06,9.152914548787554e-06,9.350683834780653e-06,9.537726669242195e-06,9.695320934077109e-06,9.802774344268904e-06,9.936363926727322e-06,1.0009940100366016e-05,1.0087427278273911e-05,1.017103938879549e-05,1.0197867679700212e-05,1.022026819206624e-05,1.0313482600066173e-05,1.0364677717155705e-05,1.0368531127002345e-05,1.0379977279324126e-05,1.0417599124416532e-05,1.0320095442453883e-05,1.0178652853845903e-05
1800,7.902289850824125e-06,8.016044956351817e-06,8.172915492221691e-06,8.413030482159325e-06,8.341159391142561e-06,8.660798703684233e-06,8.888886525118407e-06,9.084154400848145e-06,9.268295714344537e-06,9.423612634373285e-06,9.530022989501928e-06,9.661638752838404e-06,9.734690527955309e-06,9.811657147586845e-06,9.894833326925616e-06,9.922282384559444e-06,9.944487079814804e-06,1.003613048605711e-05,1.0086477927165384e-05,1.009111681854776e-05,1.0101357719913546e-05,1.0138945735985344e-05,1.004545423284677e-05,9.909621337373973e-06
1850,7.658873786339e-06,7.771388555475993e-06,7.926911335600004e-06,8.16244775540537e-06,8.097916843051074e-06,8.412246076098305e-06,8.637105890654691e-06,8.82984691647993e-06,9.011107302723516e-06,9.164162491198833e-06,9.269499808330235e-06,9.399151880632277e-06,9.471641894633827e-06,9.548047174261272e-06,9.630736065609343e-06,9.658728081330118e-06,9.680722772332045e-06,9.770827619929477e-06,9.820343731101932e-06,9.825701058036959e-06,9.834827549698687e-06,9.872334014060306e-06,9.782650559333467e-06,9.652122733997888e-06
1900,7.427459465795821e-06,7.538686755508735e-06,7.692769036261735e-06,7.92382476857776e-06,7.866051100535205e-06,8.175148857188822e-06,8.39679146620975e-06,8.586990423035474e-06,8.765396112654806e-06,8.916209214219607e-06,9.020449793601531e-06,9.148152385063624e-06,9.220049161545147e-06,9.295858572779153e-06,9.378015711698544e-06,9.406480282901907e-06,9.428253042377103e-06,9.516851814347805e-06,9.565553061296935e-06,9.571567346798007e-06,9.57966282033109e-06,9.617045818068955e-06,9.530979063942515e-06,9.405473650870772e-06
1950,7.207236887665247e-06,7.317139676923371e-06,7.469704655134576e-06,7.696378667060113e-06,7.644831746907764e-06,7.948781518024087e-06,8.1672252837453e-06,8.354875686961339e-06,8.530457565808474e-06,8.679051569272554e-06,8.782177167388287e-06,8.907947895280623e-06,8.97922511253605e-06,9.054409612187046e-06,9.135996636398355e-06,9.16487001049693e-06,9.186410897419627e-06,9.273535973766467e-06,9.321438862652854e-06,9.328053677019541e-06,9.335194772561259e-06,9.372417541684587e-06,9.28978794802472e-06,9.169042319559793e-06
2000,6.997465106039272e-06,7.1060150664406e-06,7.2569997805621146e-06,7.479391451607902e-06,7.43358776726277e-06,7.732476795000935e-06,7.94774640599815e-06,8.132849225356292e-06,8.30564199617219e-06,8.45204264612806e-06,8.554039757839653e-06,8.677899067816517e-06,8.748534921323133e-06,8.823070280790768e-06,8.904054235105029e-06,8.933278639457435e-06,8.954579459206003e-06,9.040262999091927e-06,9.087384009832126e-06,9.09454750472368e-06,9.100804734894096e-06,9.137835089708446e-06,9.058474037627128e-06,8.94224386030863e-06
